Word/Phrase,CEFR
"OK (also okay) (exclamation), (adj.), (adv.) ",A1
old (adj.) ,A1
old-fashioned (adj.) ,B1
"on (prep.), (adv.) ",A1
on board ,B1
on purpose ,B1
"once (adv.), (conj.) ",A2
"one (number), (det.), (pron.)",A1
"one another, each other ",B1
onion (n.) ,A2
"only (adj.), (adv.) ",A1
onto (prep.) ,B1
"open (adj.), (v.) ",A1
opening (n.) ,B2
openly (adv.) ,C1
operate (v.) ,B1
operation (n.) ,B1
opinion (n.) ,B1
opponent (n.) ,B2
opportunity (n.) ,B1
oppose (v.) ,B2
opposed to ,C1
opposing (adj.) ,B2
"opposite (adj.), (adv.), (n.), (prep.) ",A2
opposition (n.) ,C1
option (n.) ,B1
or (conj.) ,A1
"orange (n.), (adj.) ",A1
"order (n.), (v.) ",A2
ordinary (adj.) ,B1
organ (n.) ,C1
organization (BrE also -isation) (n.) ,B1
organize (BrE also -ise) (v.) ,B1
organized (adj.) ,B2
origin (n.) ,B2
"original (adj.), (n.) ",B1
originally (adv.) ,B2
"other (adj.), (pron.)",A1
otherwise (adv.) ,B1
ought to (modal) (v.) ,B1
our (det.) ,A1
ours (pron.),A2
ourselves (pron.),A2
"out (of) (adv.), (prep.) ",A2
outdoor (adj.) ,B1
outdoors (adv.) ,B1
outer (adj.) ,B2
"outline (v.), (n.) ",B2
output (n.) ,C2
"outside (n.), (adj.), (prep.), (adv.) ",A1
outstanding (adj.) ,B2
oven (n.) ,B1
"over (adv.), (prep.) ",A2
"overall (adj.), (adv.) ",B2
overcome (v.) ,B2
owe (v.) ,B1
"own (adj.), (pron.), (v.) ",A2
owner (n.) ,B1
"p (abbr. page, penny) ",A1
p.m. (NAmE also P.M.) (abbr.) ,A1
pace (n.) ,B2
"pack (v.), (n.) ",A2
"package (n.), (v.) ",B2
packaging (n.) ,B2
packet (n.) ,B1
page (n.) (abbr. p) ,A1
pain (n.) ,A2
painful (adj.) ,B1
"paint (n.), (v.) ",A1
painter (n.) ,A2
painting (n.) ,A2
pair (n.) ,A1
palace (n.) ,B1
pale (adj.) ,A2
pan (n.) ,B1
panel (n.) ,C1
pants (n.) ,B1
paper (n.) ,A1
parallel (adj.) ,C2
parent (n.) ,A1
"park (n.), (v.) ",A1
parliament (n.) ,B2
part (n.) ,A1
particular (adj.) ,B2
particularly (adv.) ,B1
partly (adv.) ,B1
partner (n.) ,A2
partnership (n.) ,B2
party (n.) ,A1
pass (v.) ,A2
passage (n.) ,B2
passenger (n.) ,A2
"passing (n.), (adj.) ",B1
passport (n.) ,A2
"past (adj.), (n.), (prep.), (adv.) ",A2
path (n.) ,A2
patience (n.) ,B2
"patient (n.), (adj.) ",B1
pattern (n.) ,B1
"pause (v.), (n.) ",B1
"pay (v.), (n.) ",A1
pay attention ,B1
payment (n.) ,B2
peace (n.) ,B1
peaceful (adj.) ,B1
peak (n.) ,B1
pen (n.) ,A1
pence (n.) ,A2
pencil (n.) ,A1
penny ,B1
penny (n.) (abbr. p) ,B1
pension (n.) ,B2
people (n.) ,A1
pepper (n.) ,A2
per (prep.) ,A2
"per cent (NAmE usually percent) (n.), (adj.), (adv.) ",B1
perfect (adj.) ,A2
perfectly (adv.) ,B1
perform (v.) ,B1
performance (n.) ,B1
performer (n.) ,B1
perhaps (adv.) ,A2
period (n.) ,B1
permanent (adj.) ,B1
permanently (adv.) ,B2
permission (n.) ,B1
permit (v.) ,B1
person (n.) ,A1
personal (adj.) ,B1
personality (n.) ,B2
personally (adv.) ,B1
persuade (v.) ,B1
pet (n.) ,A1
petrol (n.) (BrE) ,A2
phase (n.) ,B2
philosophy (n.) ,B2
"phone, telephone ",A1
"photocopy (n.), (v.) ",B1
"photograph (n.), (v.) (also photo (n.)) ",A2
photographer (n.) ,A2
photography (n.) ,A2
phrase (n.) ,B1
physical (adj.) ,B2
physically (adv.) ,B2
physics (n.) ,A2
piano (n.) ,A2
pick (v.) ,B1
pick sth up ,A2
picture (n.) ,A1
piece (n.) ,A2
pig (n.) ,A1
"pile (n.), (v.) ",B1
pill (n.) ,B1
pilot (n.) ,A2
"pin (n.), (v.) ",B1
"pink (adj.), (n.) ",A2
pint (n.) (abbr. pt) ,B2
pipe (n.) ,B1
pitch (n.) ,B2
pity (n.) ,B2
"place (n.), (v.) ",A1
plain (adj.) ,B1
"plan (n.), (v.) ",A2
plane (n.) ,A1
planet (n.) ,B1
planning (n.) ,B2
"plant (n.), (v.) ",A1
"plastic (n.), (adj.) ",A2
plate (n.) ,A1
platform (n.) ,A2
"play (v.), (n.) ",A1
player (n.) ,A1
pleasant (adj.) ,A2
pleasantly (adv.) ,B1
"please (exclamation), (v.) ",A1
pleased (adj.) ,A2
pleasing (adj.) ,A2
pleasure (n.) ,B1
"plenty (pron.), (adv.), (n.), (det.) ",B1
"plot (n.), (v.) ",B2
plug (n.) ,B1
"plus (prep.), (n.), (adj.), (conj.) ",A2
pocket (n.) ,A2
poem (n.) ,B1
poetry (n.) ,B1
"point (n.), (v.) ",B1
pointed (adj.) ,B2
"poison (n.), (v.) ",B2
poisonous (adj.) ,B2
pole (n.) ,C2
police (n.) ,A2
policy (n.) ,B2
"polish (n.), (v.) ",B2
polite (adj.) ,A2
politely (adv.) ,B1
political (adj.) ,B1
politically (adv.) ,C1
politician (n.) ,B1
politics (n.) ,B1
pollution (n.) ,B1
pool (n.) ,A2
poor (adj.) ,A1
"pop (n.), (v.) ",A2
popular (adj.) ,A2
population (n.) ,B1
port (n.) ,B1
"pose (v.), (n.) ",C1
position (n.) ,B1
positive (adj.) ,B1
possess (v.) ,C1
possession (n.) ,B2
possibility (n.) ,B1
possible (adj.) ,A1
possibly (adv.) ,A2
"post (n.), (v.) ",A2
post office (n.) ,A2
pot (n.) ,B1
potato (n.) ,A1
"potential (adj.), (n.) ",B2
potentially (adv.) ,B2
pound (n.) ,A2
pour (v.) ,B1
powder (n.) ,B1
power (n.) ,B1
powerful (adj.) ,B1
practical (adj.) ,B2
practically (adv.) ,B2
"practice (n.) (BrE, NAmE), (v.) (NAmE) ",A2
practise (v.) (BrE) ,A1
"praise (n.), (v.) ",B2
prayer (n.) ,B1
precise (adj.) ,B2
precisely (adv.) ,B2
predict (v.) ,B1
prefer (v.) ,A2
preference (n.) ,B2
pregnant (adj.) ,B1
premises (n.) ,C1
preparation (n.) ,B2
prepare (v.) ,A2
prepared (adj.) ,A2
presence (n.) ,B2
"present (adj.), (n.), (v.) ",A1
presentation (n.) ,B1
preserve (v.) ,B2
president (n.) ,B1
"press (n.), (v.) ",B1
pressure (n.) ,B2
presumably (adv.) ,B2
pretend (v.) ,B2
"pretty (adv.), (adj.) ",A2
prevent (v.) ,B1
previous (adj.) ,B1
previously (adv.) ,B1
price (n.) ,A2
pride (n.) ,B2
priest (n.) ,B1
primarily (adv.) ,B2
primary (adj.) ,B2
prime minister (n.) ,B2
prince (n.) ,B1
princess (n.) ,B1
principle (n.) ,C1
"print (v.), (n.) ",A2
printer (n.) ,A2
printing (n.) ,A2
prior (adj.) ,C1
priority (n.) ,B2
prison (n.) ,B1
prisoner (n.) ,B1
private (adj.) ,B1
privately (adv.) ,B2
prize (n.) ,A2
probable (adj.) ,B2
probably (adv.) ,A2
problem (n.) ,A2
procedure (n.) ,B2
proceed (v.) ,C1
"process (n.), (v.) ",B2
produce (v.) ,B1
producer (n.) ,B2
product (n.) ,B1
production (n.) ,B2
profession (n.) ,B1
"professional (adj.), (n.) ",B1
professor (n.) ,B1
profit (n.) ,B2
"program (n.), (v.) ",A2
programme (n.) (BrE) ,A2
"progress (n.), (v.) ",B1
"project (n.), (v.) ",A2
"promise (v.), (n.) ",B1
promote (v.) ,B1
promotion (n.) ,B2
"prompt (adj.), (v.) ",B2
promptly (adv.) ,B2
pronounce (v.) ,B1
pronunciation (n.) ,B1
proof (n.) ,B2
proper (adj.) ,B1
properly (adv.) ,B1
property (n.) ,B1
proportion (n.) ,C1
proposal (n.) ,B2
propose (v.) ,B2
prospect (n.) ,B2
protect (v.) ,B1
protection (n.) ,B2
"protest (n.), (v.) ",B2
proud (adj.) ,B1
proudly (adv.) ,B2
prove (v.) ,B1
provide (v.) ,B1
provided (also providing) (conj.) ,B2
pt (abbr. pint) ,B2
pub (n.) ,A2
"public (adj.), (n.) ",B1
publication (n.) ,B2
publicity (n.) ,B2
publicly (adv.) ,C1
publish (v.) ,B1
publishing (n.) ,B1
"pull (v.), (n.) ",A2
"punch (v.), (n.) ",B2
punish (v.) ,B1
punishment (n.) ,B2
pupil (n.) (especially BrE) ,A2
"purchase (n.), (v.) ",B2
pure (adj.) ,B1
purely (adv.) ,C1
"purple (adj.), (n.) ",A2
purpose (n.) ,B1
pursue (v.) ,C1
"push (v.), (n.) ",A2
put (v.) ,A1
put sth on ,A2
put sth out ,B1
qualification (n.) ,B1
qualified (adj.) ,B1
qualify (v.) ,B2
quality (n.) ,B1
quantity (n.) ,B1
quarter (n.) ,A1
queen (n.) ,A2
"question (n.), (v.) ",A1
quick (adj.) ,A1
quickly (adv.) ,A2
quiet (adj.) ,A2
quietly (adv.) ,B1
quit (v.) ,B1
quite (adv.) ,A2
quote (v.) ,C1
"race (n.), (v.) ",A2
racing (n.) ,A2
radio (n.) ,A1
rail (n.) ,B1
railway (BrE) (NAmE railroad) (n.) ,A2
"rain (n.), (v.) ",A1
raise (v.) ,B1
range (n.) ,B1
"rank (n.), (v.) ",C1
rapid (adj.) ,B2
rapidly (adv.) ,B2
rare (adj.) ,B1
rarely (adv.) ,B1
"rate (n.), (v.) ",B1
rather (adv.) ,B1
rather than ,B1
raw (adj.) ,B1
re- (prefix) ,B2
reach (v.) ,B1
react (v.) ,B2
reaction (n.) ,B2
read (v.) ,A1
reader (n.) ,B1
reading (n.) ,A1
ready (adj.) ,A1
real (adj.) ,A2
realistic (adj.) ,B1
reality (n.) ,B2
realize (BrE also -ise) (v.) ,B1
really (adv.) ,A1
"really, real ",A2
"rear (n.), (adj.) ",B2
reason (n.) ,A2
reasonable (adj.) ,B1
reasonably (adv.) ,B1
recall (v.) ,B2
receipt (n.) ,A2
receive (v.) ,A2
recent (adj.) ,B1
recently (adv.) ,B1
reception (n.) ,B1
reckon (v.) ,B2
recognition (n.) ,C2
recognize (BrE also -ise) (v.) ,B1
recommend (v.) ,B1
"record (n.), (v.) ",A2
recording (n.) ,B1
recover (v.) ,B1
"red (adj.), (n.) ",A1
reduce (v.) ,B1
reduction (n.) ,B2
refer to (v.) ,B2
reference (n.) ,B2
reflect (v.) ,B2
"reform (v.), (n.) ",C2
refrigerator (n.) ,A1
refusal (n.) ,C1
refuse (v.) ,B1
"regard (v.), (n.) ",B2
regarding (prep.) ,B1
region (n.) ,B1
regional (adj.) ,B2
"register (v.), (n.) ",B1
"regret (v.), (n.) ",B1
regular (adj.) ,B1
regularly (adv.) ,B1
regulation (n.) ,B2
reject (v.) ,B2
relate (v.) ,C2
related (to) (adj.) ,C1
relation (n.) ,B1
relationship (n.) ,B1
"relative (adj.), (n.) ",B1
relatively (adv.) ,B2
relax (v.) ,B1
relaxed (adj.) ,B1
relaxing (adj.) ,B1
"release (v.), (n.) ",B2
relevant (adj.) ,B2
relief (n.) ,B2
religion (n.) ,B1
religious (adj.) ,B2
rely on (v.) ,B2
remain (v.) ,B1
remaining (adj.) ,B2
remains (n.) ,B2
"remark (n.), (v.) ",B2
remarkable (adj.) ,B2
remarkably (adv.) ,C1
remember (v.) ,A1
remind (v.) ,B1
remote (adj.) ,B2
removal (n.) ,B2
remove (v.) ,B1
"rent (n.), (v.) ",A2
rented (adj.) ,A2
"repair (v.), (n.) ",A2
repeat (v.) ,A2
repeated (adj.) ,C2
repeatedly (adv.) ,C1
replace (v.) ,B1
"reply (n.), (v.) ",B1
"report (v.), (n.) ",B1
represent (v.) ,B2
"representative (n.), (adj.) ",B2
reproduce (v.) ,C1
reputation (n.) ,B2
"request (n.), (v.) ",B1
require (v.) ,B1
requirement (n.) ,B2
"rescue (v.), (n.) ",B1
research (n.) ,B1
reservation (n.) ,B1
"reserve (v.), (n.) ",B1
"resident (n.), (adj.) ",B2
resist (v.) ,B2
resistance (n.) ,C2
resolve (v.) ,C1
resort (n.) ,B1
resource (n.) ,B2
"respect (n.), (v.) ",B1
respond (v.) ,B2
response (n.) ,B2
responsibility (n.) ,B2
responsible (adj.) ,B2
"rest (n.), (v.) ",A2
restaurant (n.) ,A1
restore (v.) ,B2
restrict (v.) ,C1
restricted (adj.) ,C1
restriction (n.) ,C1
"result (n.), (v.) ",B1
retain (v.) ,C2
retire (v.) ,B1
retired (adj.) ,B2
retirement (n.) ,B2
"return (v.), (n.) ",A2
reveal (v.) ,B2
"reverse (v.), (n.) ",B2
"review (n.), (v.) ",B2
revise (v.) ,B1
revision (n.) ,B1
revolution (n.) ,B2
"reward (n.), (v.) ",B1
rhythm (n.) ,B2
rice (n.) ,A1
rich (adj.) ,A2
rid (v.): get rid of ,B1
"ride (v.), (n.) ",A1
rider (n.) ,B1
ridiculous (adj.) ,B2
riding (n.) ,A2
"right (adj.), (adv.), (n.) ",A1
rightly (adv.) ,B2
"ring (n.), (v.) ",A2
"rise (n.), (v.) ",B1
"risk (n.), (v.) ",B2
"rival (n.), (adj.) ",C1
river (n.) ,A1
road (n.) ,A1
rob (v.) ,B1
rock (n.) ,A2
role (n.) ,B1
"roll (n.), (v.) ",B2
romantic (adj.) ,B1
roof (n.) ,A2
room (n.) ,A1
root (n.) ,B2
rope (n.) ,B2
rough (adj.) ,B1
roughly (adv.) ,B2
"round (adj.), (adv.), (prep.), (n.) ",A2
rounded (adj.) ,A2
route (n.) ,B1
"routine (n.), (adj.) ",B1
row (n.) ,B1
royal (adj.) ,B2
rub (v.) ,B2
rubber (n.) ,A2
rubbish (n.) (especially BrE) ,B1
rude (adj.) ,B1
rudely (adv.) ,C1
"ruin (v.), (n.) ",B1
ruined (adj.) ,B2
"rule (n.), (v.) ",B1
ruler (n.) ,A2
rumour (n.) ,B2
"run (v.), (n.) ",A1
runner (n.) ,A2
running (n.) ,A2
rural (adj.) ,B2
"rush (v.), (n.) ",B2
"sack (n.), (v.) ",B2
sad (adj.) ,A1
sadly (adv.) ,B2
sadness (n.) ,B2
safe (adj.) ,A1
safely (adv.) ,B1
safety (n.) ,B2
"sail (v.), (n.) ",B1
sailing (n.) ,B1
sailor (n.) ,B1
salad (n.) ,A2
salary (n.) ,B1
sale (n.) ,A2
salt (n.) ,A1
salty (adj.) ,B2
"same (adj.), (pron.)",A1
sample (n.) ,B2
sand (n.) ,B1
satisfaction (n.) ,B2
satisfied (adj.) ,B1
satisfy (v.) ,B2
satisfying (adj.) ,B2
Saturday (n.) (abbr. Sat.) ,A1
sauce (n.) ,A2
save (v.) ,A2
saving (n.) ,C1
say (v.) ,A1
scale (n.) ,B2
"scare (v.), (n.) ",C1
scared (adj.) ,B2
scene (n.) ,B1
"schedule (n.), (v.) ",B2
scheme (n.) ,B2
school (n.) ,A1
science (n.) ,A2
scientific (adj.) ,B1
scientist (n.) ,B1
scissors (n.) ,A2
"score (n.), (v.) ",B1
"scratch (v.), (n.) ",B2
"scream (v.), (n.) ",B1
screen (n.) ,A2
"screw (n.), (v.) ",B2
sea (n.) ,A1
"seal (n.), (v.) ",B2
"search (n.), (v.) ",B1
season (n.) ,B1
seat (n.) ,A2
"second (det.), (ordinal number), (adv.), (n.) ",A1
secondary (adj.) ,B1
"secret (adj.), (n.) ",B1
secretary (n.) ,A2
secretly (adv.) ,B1
section (n.) ,B1
sector (n.) ,C1
"secure (adj.), (v.) ",B2
security (n.) ,B1
see (v.) ,A1
seed (n.) ,B2
seek (v.) ,B2
seem (linking verb) ,B1
select (v.) ,B1
selection (n.) ,B2
self- (combining form),B2
self (n.) ,C1
sell (v.) ,A2
senate (n.) ,C2
senator (n.) ,C2
send (v.) ,A1
"senior (adj.), (n.) ",B2
sense (n.) ,B1
sensible (adj.) ,B1
sensitive (adj.) ,B2
sentence (n.) ,A1
"separate (adj.), (v.) ",B1
separated (adj.) ,B2
separately (adv.) ,B2
separation (n.) ,B2
September (n.) (abbr. Sept.) ,A1
series (n.) ,B1
serious (adj.) ,B1
seriously (adv.) ,B1
servant (n.) ,B2
serve (v.) ,A2
service (n.) ,B1
session (n.) ,B1
"set (n.), (v.) ",B1
set fire to ,C2
settle (v.) ,B2
"several (det.), (pron.)",A2
severe (adj.) ,B2
severely (adv.) ,B2
sew (v.) ,B1
sewing (n.) ,C1
sex (n.) ,B1
sexual (adj.) ,B2
sexually (adv.) ,B2
shade (n.) ,B1
shadow (n.) ,B1
"shake (v.), (n.) ",B1
shall (modal) (v.) ,A2
shallow (adj.) ,B2
shame (n.) ,C1
"shape (n.), (v.) ",B1
shaped (adj.) ,B2
"share (v.), (n.) ",A2
sharp (adj.) ,B1
sharply (adv.) ,B2
shave (v.) ,B1
she (pron.),A1
sheep (n.) ,A1
sheet (n.) ,A2
shelf (n.) ,A2
shell (n.) ,B2
"shelter (n.), (v.) ",B2
"shift (v.), (n.) ",B2
shine (v.) ,B1
shiny (adj.) ,B1
ship (n.) ,A2
shirt (n.) ,A1
"shock (n.), (v.) ",B1
shocked (adj.) ,B1
shocking (adj.) ,B1
shoe (n.) ,A1
shoot (v.) ,B1
shooting (n.) ,B2
"shop (n.), (v.) ",A1
shopping (n.) ,A1
short (adj.) ,A1
shortly (adv.) ,B1
shot (n.) ,B2
should (modal) (v.) ,A2
shoulder (n.) ,B1
"shout (v.), (n.) ",A2
"show (v.), (n.) ",A1
shower (n.) ,A1
"shut (v.), (adj.) ",A2
shy (adj.) ,B1
sick (adj.) ,A2
side (n.) ,A2
"sideways (adj.), (adv.) ",C2
sight (n.) ,B1
"sign (n.), (v.) ",A2
"signal (n.), (v.) ",B2
signature (n.) ,B1
significant (adj.) ,B2
significantly (adv.) ,B2
silence (n.) ,B1
silent (adj.) ,B1
silk (n.) ,B1
silly (adj.) ,B1
"silver (n.), (adj.) ",A2
similar (adj.) ,B1
similarly (adv.) ,C1
simple (adj.) ,A2
simply (adv.) ,B2
"since (prep.), (conj.), (adv.) ",A2
sincere (adj.) ,C1
sincerely (adv.) ,C1
sing (v.) ,A1
singer (n.) ,A2
singing (n.) ,A2
single (adj.) ,A2
sink (v.) ,A2
Sir (n.) ,B1
sister (n.) ,A1
sit (v.) ,A1
sit down ,A2
site (n.) ,A1
situation (n.) ,B1
size (n.) ,A2
-sized ,B2
skilful (BrE) (NAmE skillful) (adj.) ,B2
skilfully (BrE) (NAmE skillfully) (adv.) ,B2
skill (n.) ,B1
skilled (adj.) ,B2
skin (n.) ,B1
skirt (n.) ,A1
sky (n.) ,A2
"sleep (v.), (n.) ",A1
sleeve (n.) ,B1
"slice (n.), (v.) ",A2
slide (v.) ,B2
slight (adj.) ,B2
slightly (adv.) ,B2
slip (v.) ,B1
"slope (n.), (v.) ",B2
slow (adj.) ,A1
slowly (adv.) ,A2
small (adj.) ,A1
smart (adj.) ,B1
"smash (v.), (n.) ",B2
"smell (v.), (n.) ",B1
"smile (v.), (n.) ",B1
"smoke (n.), (v.) ",A1
smoking (n.) ,A1
smooth (adj.) ,B1
smoothly (adv.) ,B2
snake (n.) ,A2
"snow (n.), (v.) ",A1
"so (adv.), (conj.) ",A2
so that ,B1
soap (n.) ,A2
social (adj.) ,B1
socially (adv.) ,B2
society (n.) ,B1
sock (n.) ,A2
soft (adj.) ,A2
softly (adv.) ,B1
software (n.) ,A2
soil (n.) ,B2
soldier (n.) ,B1
"solid (adj.), (n.) ",B2
solution (n.) ,B1
solve (v.) ,B1
"some (det.), (pron.)",A1
somebody (also someone) (pron.),A2
somehow (adv.) ,B1
something (pron.),A1
sometimes (adv.) ,A1
somewhat (adv.) ,C1
somewhere (adv.) ,A2
son (n.) ,A1
song (n.) ,A2
soon (adv.) ,A1
sore (adj.) ,B1
sorry (adj.) ,A1
"sort (n.), (v.) ",A2
soul (n.) ,A2
"sound (n.), (v.) ",A2
soup (n.) ,A1
sour (adj.) ,B1
source (n.) ,B2
"south (n.), (adj.), (adv.) ",A2
southern (adj.) ,B1
space (n.) ,A2
"spare (adj.), (n.) ",B1
speak (v.) ,A1
speaker (n.) ,A2
special (adj.) ,A2
specialist (n.) ,B2
specially (adv.) ,B1
specific (adj.) ,B2
specifically (adv.) ,C1
speech (n.) ,B1
speed (n.) ,B1
"spell (v.), (n.) ",A2
spelling (n.) ,A2
spend (v.) ,A2
spice (n.) ,B1
spicy (adj.) ,B1
spider (n.) ,B1
spin (v.) ,C1
spirit (n.) ,B2
spiritual (adj.) ,B2
spite (n.): in spite of ,B1
"split (v.), (n.) ",B2
spoil (v.) ,B1
spoken (adj.) ,A2
"spoken, speak ",A2
spoon (n.) ,A2
sport (n.) ,A1
spot (n.) ,B1
"spray (n.), (v.) ",B2
spread (v.) ,B2
spring (n.) ,A2
"square (adj.), (n.) ",A2
"squeeze (v.), (n.) ",B2
"stable (adj.), (n.) ",C1
staff (n.) ,A2
stage (n.) ,A2
stair (n.) ,A2
"stamp (n.), (v.) ",A2
"stand (v.), (n.) ",A2
stand up ,B2
"standard (n.), (adj.) ",B2
"star (n.), (v.) ",A2
"stare (v.), (n.) ",B2
"start (v.), (n.) ",A1
"state (n.), (adj.), (v.) ",B2
statement (n.) ,B2
station (n.) ,A1
statue (n.) ,B1
status (n.) ,C1
"stay (v.), (n.) ",A1
steadily (adv.) ,B2
steady (adj.) ,B2
steal (v.) ,A2
steam (n.) ,B2
steel (n.) ,B2
steep (adj.) ,B1
steeply (adv.) ,B2
steer (v.) ,B2
"step (n.), (v.) ",B1
"stick (v.), (n.) ",B1
stick out ,B2
sticky (adj.) ,B1
stiff (adj.) ,B2
stiffly (adv.) ,B2
"still (adv.), (adj.) ",A2
"sting (v.), (n.) ",C1
stir (v.) ,B1
stock (n.) ,B2
stomach (n.) ,A2
stone (n.) ,B1
"stop (v.), (n.) ",A1
"store (n.), (v.) ",B1
storm (n.) ,A2
story (n.) ,A2
stove (n.) ,A2
"straight (adv.), (adj.) ",A2
strain (n.) ,B2
strange (adj.) ,A2
strangely (adv.) ,B2
stranger (n.) ,B1
strategy (n.) ,B2
stream (n.) ,B1
street (n.) ,A1
strength (n.) ,B2
"stress (n.), (v.) ",B1
stressed (adj.) ,B1
stretch (v.) ,B2
strict (adj.) ,B1
strictly (adv.) ,B2
"strike (v.), (n.) ",B1
striking (adj.) ,B2
string (n.) ,B2
"strip (v.), (n.) ",C1
stripe (n.) ,B1
striped (adj.) ,B2
"stroke (n.), (v.) ",B2
strong (adj.) ,A2
strongly (adv.) ,B2
structure (n.) ,B2
"struggle (v.), (n.) ",B2
student (n.) ,A1
studio (n.) ,B1
"study (n.), (v.) ",A1
stuff (n.) ,B1
stupid (adj.) ,B1
style (n.) ,B1
subject (n.) ,A1
substance (n.) ,B2
substantial (adj.) ,B2
substantially (adv.) ,C1
"substitute (n.), (v.) ",B2
succeed (v.) ,B1
success (n.) ,B1
successful (adj.) ,B1
successfully (adv.) ,B2
"such (det.), (pron.)",A2
such as ,A2
suck (v.) ,C2
sudden (adj.) ,B2
suddenly (adv.) ,B1
suffer (v.) ,B2
suffering (n.) ,B2
sufficient (adj.) ,B2
sufficiently (adv.) ,C1
sugar (n.) ,A1
suggest (v.) ,B1
suggestion (n.) ,B1
"suit (n.), (v.) ",A2
suitable (adj.) ,B1
suitcase (n.) ,A2
suited (adj.) ,C1
sum (n.) ,B1
summary (n.) ,B2
summer (n.) ,A1
sun (n.) ,A1
Sunday (n.) (abbr. Su(n.)) ,A1
superior (adj.) ,C1
supermarket (n.) ,A1
"supply (n.), (v.) ",B2
"support (n.), (v.) ",B2
supporter (n.) ,B1
suppose (v.) ,A2
"sure (adj.), (adv.) ",A2
surely (adv.) ,B2
surface (n.) ,B2
surname (n.) (especially BrE) ,A2
"surprise (n.), (v.) ",A2
surprised (adj.) ,A2
surprising (adj.) ,B1
surprisingly (adv.) ,B1
surround (v.) ,B1
surrounding (adj.) ,B1
surroundings (n.) ,B2
"survey (n.), (v.) ",B2
survive (v.) ,B2
"suspect (v.), (n.) ",B2
suspicion (n.) ,B2
suspicious (adj.) ,B2
swallow (v.) ,B2
swear (v.) ,B2
swearing (n.) ,B2
"sweat (n.), (v.) ",B2
sweater (n.) ,A2
sweep (v.) ,B2
"sweet (adj.), (n.) ",A1
swell (v.) ,C1
swelling (n.) ,C1
swim (v.) ,A1
swimming (n.) ,A2
swimming pool (n.) ,A1
"swing (n.), (v.) ",B2
"switch (n.), (v.) ",B1
switch sth off ,B1
switch sth on ,B1
swollen (adj.) ,B2
"swollen, swell ",B2
symbol (n.) ,B2
sympathetic (adj.) ,B2
sympathy (n.) ,B2
system (n.) ,B1
table (n.) ,A1
tablet (n.) ,B1
"tackle (v.), (n.) ",B2
tail (n.) ,B2
take (sth) over ,B2
take (v.) ,A1
take action ,B2
take advantage of ,B1
take care (of) ,B1
take notice of ,B2
take part (in) ,B1
take place ,B1
take sth off ,A2
"talk (v.), (n.) ",A1
tall (adj.) ,A1
tank (n.) ,C1
"tap (v.), (n.). ",B1
tape (n.) ,A2
target (n.) ,B2
task (n.) ,B2
"taste (n.), (v.) ",B1
"tax (n.), (v.) ",B1
taxi (n.) ,A1
tea (n.) ,A1
teach (v.) ,A1
teacher (n.) ,A1
teaching (n.) ,A1
team (n.) ,A2
tear (n.) ,B1
"tear (v.), (n.) ",B1
technical (adj.) ,B2
technique (n.) ,B1
technology (n.) ,B1
"telephone (also phone) (n.), (v.) ",A1
television (also TV) (n.) ,A1
tell (v.) ,A1
temperature (n.) ,A2
temporarily (adv.) ,B2
temporary (adj.) ,B1
tend (v.) ,B2
tendency (n.) ,C1
tension (n.) ,B2
tent (n.) ,B1
term (n.) ,A2
terrible (adj.) ,A2
terribly (adv.) ,B1
"test (n.), (v.) ",A1
text (n.) ,A2
"than (prep.), (conj.) ",A1
thank (v.) ,A2
"thank you (exclamation), (n.) ",A1
"thanks (exclamation), (n.) ",B2
"that (det.), (pron.), (conj.) ",A1
the (definite article) ,A1
the rest ,A2
the Web (n.) ,A2
theatre (BrE) (NAmE theater) (n.) ,A2
their (det.) ,A1
theirs (pron.),A2
them (pron.),A1
theme (n.) ,B2
themselves (pron.),A2
then (adv.) ,A1
theory (n.) ,B2
there (adv.) ,A1
therefore (adv.) ,B1
they (pron.),A1
thick (adj.) ,B1
thickly (adv.) ,B2
thickness (n.) ,B2
thief (n.) ,B1
thin (adj.) ,A2
thing (n.) ,A1
think (v.) ,A1
thinking (n.) ,A2
thirsty (adj.) ,A2
"this (det.), (pron.)",A1
thorough (adj.) ,B2
thoroughly (adv.) ,B2
"though (conj.), (adv.) ",B1
thought (n.) ,B1
thread (n.) ,C2
threat (n.) ,B2
threaten (v.) ,B2
threatening (adj.) ,B2
throat (n.) ,B1
"through (prep.), (adv.) ",A2
"throughout (prep.), (adv.) ",C1
throw (v.) ,A2
throw sth away ,B1
thumb (n.) ,B1
"Thursday (n.) (abbr. Thur., Thurs.) ",A1
thus (adv.) ,B2
ticket (n.) ,A1
"tidy (adj.), (v.) ",A2
"tie (v.), (n.) ",A2
tie sth up ,B2
"tight (adj.), (adv.) ",B1
tightly   ,B2
"till, until ",A1
time (n.) ,A1
timetable (n.) (especially BrE) ,A2
tin (n.) ,B1
tiny (adj.) ,B1
"tip (n.), (v.) ",B1
"tire (v.) (BrE, NAmE), (n.) (NAmE) (BrE tyre) ",A2
tired (adj.) ,A1
tiring (adj.) ,B1
title (n.) ,B1
"to (prep.), infinitive marker ",A1
"today (adv.), (n.) ",A1
toe (n.) ,A2
together (adv.) ,A1
toilet (n.) ,A1
tomato (n.) ,A1
"tomorrow (adv.), (n.) ",A1
ton (n.) ,B2
tone (n.) ,B2
tongue (n.) ,B1
